,episode,date,name_ja,opening_ja,dupe_number,day_order
370,360,1997-03-09,ダウンタウン監督マネージャー磯俣の「美味しんぼバンザイ！！」 ＆山崎邦正の美味しんぼバンザイ！！,浜田は高い所が嫌い→よくスカイダイビングやった→嫌なものは嫌、うまいものはうまい→人間社会の嫌いな所→男は女の乳をひそかに探っている→女は男の股間に目線はいくのか？→[ハガキ]花に花言葉があるように、寿司にも寿司言葉があるようですが、どんなものがあるのか教えてください→これをやったらおしまいだという、親父の６カ条を教えてください,1,1997-03-09-1.0
371,361,1997-03-16,緊急特別企画 松本vs浜田 男の大勝負！！特集 未公開トーク放送,(#357・未公開)マラソンに腹が立つ→なぜトラックではなく外を走るのか？→なぜ多数者よりマラソンを優先するのか？→トライアスロンはどうしたいのか？→[ハガキ]散髪に行って、散髪屋の人に今日はどうしますかと聞かれた時、どういう風に答えればかっこいいですか？,1,1997-03-16-1.0
372,362,1997-04-06,緊急骨折企画 浜ちゃん出張逆お見舞い！！,なし,1,1997-04-06-1.0
373,363,1997-04-13,第2回　顔面一変化 輝け！芸能人大会！！,なし,1,1997-04-13-1.0
374,364,1997-04-20,日テレちゃんの出演依頼がダウンタウンのマネージャーに岡本vs磯俣出演権獲得対決！,なし  ,1,1997-04-20-1.0
375,365,1997-04-27,二代目ダウンタウン襲名披露儀式！！（前編）,なし,1,1997-04-27-1.0
376,366,1997-05-04,二代目ダウンタウン襲名披露儀式！！（後編）,なし ,1,1997-05-04-1.0
377,367,1997-05-11,ガキの使い恒例 紅白歌合戦！！＆緊急企画 スタッフ漫才大会！！＆早朝 二人だけのバースデー！〜5月11日浜ちゃん34歳の誕生日〜,なし  ,1,1997-05-11-1.0
378,368,1997-05-18, 山崎寝起きドッキリ＆菅ちゃん寝起きドッキリ＆中村寝起きドッキリ＆鈴木寝起きドッキリ＆菅プレゼンツ ほうとう食べてほっくほく大喰い選手権！！＆菅プレゼンツ 石和美人を脱がせ！お色気野球券！！,なし ,1,1997-05-18-1.0
379,369,1997-05-25, 釣りシリーズ 第3弾第3回　芸能人釣り選手権！！,なし,1,1997-05-25-1.0
380,370,1997-06-01, 浜田骨折から復帰。 トーク復活。,二ヶ月半ぶりに復帰→浜田ハワイワンになる→痛いからまだ走れない→扁桃腺切らなくちゃいけない→また予言をやってしまった→浜田の骨折も予知していた→松本は骨折したことないし、体を縫ったこともない→もやしっ子はもっと鍛えろ→ダメージ＆ラッキー→現代人は良いものを食べすぎ→スポーツは体に良くない→スポーツは日常生活に関係ない動きをしている→スポーツはファミコンでもできる→スターフォックス６４→ボスを倒したらコントローラーをちんこにあてる→なぜ東京の人間は車を運転する時、Ｔの字の鏡を見ないのか→鶴瓶さんの類似タレントはサンコン→浜田の類似タレントはたぶん泉谷しげる→松たか子とほんこんは似てる→日清からごんぶとんをもらう→[ハガキ]このパンツさえ履けばどんな相手でも一発で落とせるという、スーパー人志マグナムについて教えてください→エッチのとき、女性の演技と本気を見分けるにはどうすればいいのですか？,1,1997-06-01-1.0
381,371,1997-06-08, 七変化シリーズ 第7弾大友有一ディレクター七変化！！,松本の類似タレントはコロッケ→浜田の類似タレントは鶴瓶兄やん→類似動物→松本の類似動物は豹→浜田の類似動物は鮎とか昆布→一番納得のいかないスポーツはバスケット→背の高いもの勝ち→バトルロイヤルをやりたい→[ハガキ]物心ついたときから様々な動物を乗りこなしてきた松本さん。今までで一番乗りこなすのに時間のかかった動物は何ですか？→肩こりの正体を教えてください→私は２週間うんちが出てません。完全な便秘です。どうしたらいいのでしょう？,1,1997-06-08-1.0
382,372,1997-06-15, 人生の後半グダグダ芸人 レギュラー獲得ショー！！のその後      未公開トーク放送,(※未公開・#357)[ハガキ]街でお尻の谷間が痒くなったとき、周りの人に気づかれずに掻く方法、または気付かれても恥ずかしくないおしりの掻き方を教えてください→ブルースの女王松本さんに質問です。どうすれば松本さんのように哀愁のある歌声を出せるのですか？→(※未公開・#370)最近、近所の野良猫が家の庭に糞をして困っています。何か良い方法はないでしょうか？→(前回の未公開)ぼったくる店の見分け方を教えてください,1,1997-06-15-1.0
383,373,1997-06-22,宮路社長のドラマチックアクションＱ！,原因がわからない出来事→車の中のうんこの臭い→どこでうんこを踏んだのか分からない→布団の中でもうんこの臭い→素足にうんこがついてた→生きてるとおかしなことあるな→サザエぼんは松本が考えた→訴えようか→[ハガキ]何らかのアクシデントでちんこが取れてしまった時、病院に行く前にするべき応急処置を教えてください→ある雑誌で松本さんが、浜田は足を怪我したと言っているけど、本当は重い病気に罹っていると言っていましたが、何という病気に罹っているのですか？→砲丸投げのとき、遠くに投げるための声の出し方と、どういう言葉を言えば良いかを教えてください。また、ダイナマイト人志スペシャル９７を教えてください→電車に乗っているとき、居眠りをして頭を後ろのガラスにぶつけてしまうことがよくあります。どうリアクションすればカッコいいでしょうか？,1,1997-06-22-1.0
384,374,1997-06-29,第8回　大喜利大合戦,なし ,1,1997-06-29-1.0
385,375,1997-07-06,たぬきでも分かる大人の性教育講座！！,香港返還→松本はどこまでMか→お嬢様コースをやってみた→Ｍではないのか？→[ハガキ]いったい、いつ振り返れば守護霊の姿を見ることができるのですか？→松ちゃんが携帯電話から女性のメモリーを消す判断基準は何ですか？→大阪の一部の学校で流行った、おっさん叩きというのがあります。これは誰が考えたのですか？,1,1997-07-06-1.0
386,376,1997-07-13,朝までガキテレビ,なし ,1,1997-07-13-1.0
387,377,1997-07-20,ココリコ遠藤の部屋にクーラーを取り付けてあげよう！！,家建てたいと思ってる→車何台あるの？→今年の夏はどこ行く？→今日の客は喋りよりも動きがうける→10月ぐらいに四国を残して日本がなくなるという噂がある→宇宙人が攻めてくることを考えてる？→宇宙人にさらわれた人は結構いる→記憶をなくして帰される→[ハガキ]洋服の試着を終えた後、店員にどうしますかと聞かれたとき、松本さんはどのように返しますか？→アイルトン・セナが優勝したレースでは、必ず松本さんがＦ１の車の前の方の細長くなっているところに入っていたそうですが、いったい何をしていたのですか？→なぜ電車の線路の周りには、いっぱい石が山積みにされているのでしょうか？,1,1997-07-20-1.0
