date,description_ja,dupe_number,day_order
2014-10-05,今週のガキの使いは、去年密かに行われ、密かな話題となった当番組プロデューサーの中村喜伸と大沼朗裕による泥仕合対決企画！同じ役職、同じ年齢のライバル関係にある２人が、とにかくしょうもない争い、つまり泥仕合を繰り広げる！そしてメンバーはその争いを見て（どうしようもない！）と思ったら手元の泥ボタンを押して気持ちを表現する。内容も、桑田佳祐なりきり対決に贅肉つまみあい対決など泥仕合の予感のするものばかり！,1,2014-10-05-1
2014-10-12,今週のガキの使いは、毎回大物ゲストが自らの趣味嗜好を手書きでカルタにしたため、メンバーがそれをご褒美やお仕置きをかけて取り合うカルタ争奪企画からベストセレクションをお届け！マツコやトシちゃんなどの大物が、白熱のあまり他ではなかなか見せない表情や暴走っぷりをさらけだしてしまうこの撮れ高抜群の企画から、笑いのエッセンスだけをギュッと凝縮したものをお届け！メンバーのいつもとは違う白熱リアクションも必見！,1,2014-10-12-1
2014-10-19,今週のガキの使いは、有名人に会うまでぶらりし続けましょう！中目黒編！東京のオシャレな街を歩き続ければ有名人に出会えるのかという検証企画の第２弾。前回は渋谷区の代官山で行ったが、結局出会うことなく３時間でギブアップした一同。今回は代官山に負けず劣らずオシャレな中目黒でギブアップも絶対に無しでリベンジ！しかし松本がまさかの体調不良で欠席。リベンジを申し出た張本人の欠席に憤る４人だが、結果は果たして！？,1,2014-10-19-1
2014-10-26,今週のガキの使いは、どうせお前こんなん好きなんやろ選手権！東幹久編。メンバーが自分のセンスだけでゲストの気にいるであろう物を買ってきて、もらった側が気に入った順に順位をつける人気シリーズ企画。今回はオシャレ上級者の東幹久がゲストということもあってそれぞれが工夫したアイテム選びをする中、幹久のイメージを勘違いしてしまったあるメンバーの方向性の違いに一同唖然。もらった本人も目を丸くするそのセンスとは！？,1,2014-10-26-1
2014-11-02,今週のガキの使いは、祝！ライセンス藤原結婚「願い叶えます」企画！今年１月に入籍し先月結婚式も終えたライセンス藤原が、メンバーの元にあるお願いを持ってきた。それはなんとダウンタウンと漫才がしたいというもの。そのために３週間かけて藤原自身が台本を書き上げてきたという。このとんでもないお願いに２人はしぶしぶながら了解するがネタ合わせは難航。１時間以上費やしいざ本番へ。今宵形を変えダウンタウン漫才が復活！,1,2014-11-02-1
2014-11-09,今週のガキの使いは、アカペラ思い入れソングドライブ。５人が青春時代に思い入れのある曲を持ち寄って、ドライブ中に聴きながら当時の思い出を語るシリーズ企画。今回は、少々趣向を変えて昔懐かしいラジカセを使い自分の声のみのアカペラで録音したカセットテープを持ち寄るというルール。それぞれが、自宅で熱唱したテープが車内に響き渡る。全然声が出ていない者、超ノリノリで歌う者など、それぞれの味が出た歌で大盛り上がり！,1,2014-11-09-1
2014-11-16,今週のガキの使いは、続々と流れる自声ＢＧＭ『アカペラ思い入れソングドライブ！』先週は方正のやる気満々の歌声に爆笑した一同だったが、今週も、様々なバリエーションで全開の歌声が車内に響き大爆笑！一方、妙にローテンションな歌声を吹き込んできた浜田と田中は松本から非難されるが、松本も松本で微妙なレベルの歌唱力で逆に非難される。それぞれの個性あふれる歌声満載のドライブ完結です！,1,2014-11-16-1
2014-11-23,今週のガキの使いは、劇団ひとりの七変化！毎回名だたる芸人がどの仕事よりも緊張すると言うこの企画で、芸人界きってのストイックさを誇る劇団ひとりが登場！そんな彼だが前の一週間は仕事が全く手につかなかったという。しかし本番では一同の度肝を抜くぶっ飛んだネタを連発。○○に襲われたり、○○を丸かじりしたり、○○を引っこ抜いたり、言葉ではいい表せない世界観で、罰金の嵐！驚愕の劇団ひとりワールドをご堪能下さい！,1,2014-11-23-1
2014-11-30,今週のガキの使いは久々の着ぐるみトーク！前の週に行われた笑ってはいけないロケでの不満がメンバーから続出！ (秘)大物ゲストにメンバー困惑！？田中や方正からの非常なおしおきに対する改善の訴えは聞き入れられるのか？そして今夜はもう一つ特別企画！アメリカのテレビ局がマジの取材にやってきた！美人レポーターからのリクエストで方正にまさかの大チャンス＆ガキ名物のあのおしおきに興味津々でスタジオは大盛り上がり！,1,2014-11-30-1
2014-12-07,今週のガキの使いは、２０１４年のおもしろＶＴＲをベスト１０形式で振り返る！スタジオの総合司会は１７年連続で元ダウンタウンマネージャーの藤原寛が務める。恒例のオープニングアクトは２０１４年を象徴するあのキャラになりきって方正も爆笑！？そしてＶＴＲはもう一度見たい爆笑の名企画を笑いどころだけを抽出してお届けします！もちろんガースーなど準レギュラーも大活躍！そして栄光の１位はダウンタウン赤面のあの企画！？,1,2014-12-07-1
2014-12-21,今週のガキの使いは、いよいよ１０日後に迫った大晦日ＳＰ「笑ってはいけない大脱獄」の一部を先日行われたメンバーの記者会見と共にどこよりも早くお披露目！バスに現れた出てきただけで笑ってしまうゲストとは！？さらに大物俳優が体を張ってあれを再現！？そして今年もやります！５人が最も過酷だとこぼす鬼ごっこ！今年はあのビッグゲストも加わり足の引っ張り合いが過熱。これを見れば絶対に大晦日の放送が待ち遠しくなるはず！,1,2014-12-21-1
