cctid,showcode,show,date,segment,episode,description_ja,name_ja,metadata,showid,detective,location,requester,order,topic.jp,topic.en,topic.en_d,subbed.status,episode.date,episode.year,episode.number,episode.host,subbed.subfile,topic.jp_n,topic.en_n,topic.en_f,segmentid
gakinotsukai_20171231_SP_0,gakinotsukai,Gaki no Tsukai,2017-12-31,0,SP,今年のテーマは「アメリカンポリス」！新人ポリスに扮する５人に笑いの刺客たちが次々に襲い掛かる！あのお騒がせ不倫俳優がまさかの扮装！？あの人気芸人がバスネタで！？ダウンタウンにもあの「魔の手」が忍び寄る…方正、恒例のお色直しで絶叫！今年もあります「絶対に驚いてはいけない」仕掛けがさらにパワーアップ！さらに人気芸人たちが体を張って根性を見せる！「鬼ごっこ」にあの個性派俳優が登場！笑いっぱなしの６時間！,笑ってはいけないアメリカンポリス,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180106_SP_0,gakinotsukai,Gaki no Tsukai,2018-01-06,0,SP,大晦日の「絶対に笑ってはいけないアメリカンポリス２４時」！泣く泣くカットした爆笑未公開シーンを一挙大公開！大晦日を見逃した人も楽しめるおさらいも！あの人が今年も見せた！完コピネタ＆番組に恨みを持つ刺客たちが復讐のためにバスに襲来＆大物俳優が署長に扮して大ダメージを与える！＆引き出しネタでまさかの超常現象＆田中のもう一人の再婚相手候補＆鬼ごっこであのアスリートが恐怖の罰を執行＆メンバーのしゃくれ対決,笑ってはいけないアメリカンポリス24時!完全版SP,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180107_1387_0,gakinotsukai,Gaki no Tsukai,2018-01-07,0,1387,今週のガキは昨年大晦日の「絶対に笑ってはいけないアメリカンポリス」のまだあった未公開映像ＳＰ！６日の完全版にも入らなかったシーンを一挙公開！チーム対抗レクリエーション大会ではもう１つゲームがあった！それは「なりきり５０音ゲーム」ダウンタウンのまさかの回答…そして毎年恒例ジミー大西のVTRにも続きが…監禁されたジミーに恐怖の実験！その他研修部屋での５人の未公開トークも！「アメリカンポリス」ここに完結,笑ってはいけないアメリカンポリス まだあった未公開映像SP!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180114_1388_0,gakinotsukai,Gaki no Tsukai,2018-01-14,0,1388,今週のガキ使は大人気企画のついに登場！『バイきんぐ小峠七変化！』キングオブコント覇者で当代きってのコント師が七変化に挑む！小峠はなんと記念すべき５０人目の挑戦者！収録までの間、常にこのことが頭をよぎっていたというほどの緊張状態で臨む。相方西村も見守る中、演技力、小道具、リアクションなど様々な角度から笑いを取りにかかる！さらにハプニングも相まって会議室は爆笑の渦に！？果たして、最高金額獲得なるか！？,バイきんぐ小峠 七変化〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180121_1389_0,gakinotsukai,Gaki no Tsukai,2018-01-21,0,1389,今週のガキの使いは「ラスボス降臨！小林幸子プロデュースカルタ争奪戦！」毎回ゲストが絵札も読み札も全て自身で作成したものをメンバーが奪いあう人気企画。今回は芸能生活５３年のレジェンド歌手小林幸子が登場！その芸歴は伊達じゃない！演歌界の厳しすぎるルールや辛い体験談＆話題をさらったあの最先端の仕事、そして松本浜田の意外な暴露話まで！？そしてなぜか田中が追い込まれる謎の展開？ドタバタカルタを制するのは！？,ラスボス降臨! 小林幸子プロデュース! カルタ争奪戦〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180128_1390_0,gakinotsukai,Gaki no Tsukai,2018-01-28,0,1390,今週のガキは『大新年会山—１グランプリ』毎年、番組の新年会の中で行われている、月亭方正の独断で最もおもろい芸人を決める大会。今年で１２回目を迎え、過去にはキンタロー。、スギちゃん、ピスタチオ等その年のブレイク芸人を輩出し、いつのまにか若手芸人にとっての登竜門的大会となった。今回も７００組以上の芸人をオーディションし、その狭き門をくぐり抜けた７組が渾身のネタを披露！今年、優勝を勝ち取る芸人は一体誰！？,第29回 新春大新年会〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180204_1391_0,gakinotsukai,Gaki no Tsukai,2018-02-04,0,1391,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本がオーストラリアの空港で体験した嘘みたいな事件とは！？衝撃すぎる結末に会場爆笑！ついにそのベールを脱ぐ！？松本式筋肉トレーニング！オリジナルのカウント法に、限界をむかえた時の突破法など、独創的すぎる手法の数々に浜田も困惑？憤慨！大雪の日に松本が遭遇したおっさんの謎のジャーナリズムとは？浜田の提示した解決法に松本テンションだだ下がり！？,ダウンタウン2Sトーク,"{""opening_jp"":""オーストラリアで嘘みたいな事件→税関の女性職員が腹立つ!→ついに指南!松本式トレーニング→松本式トレーニング「あいうえお」→松本式トレーニング「もうひとりの自分を出す」→松本式トレーニング「うそよねん」→松本式トレーニングでムキムキボディに!?→大雪の日に腹立つ事が...""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180211_1392_0,gakinotsukai,Gaki no Tsukai,2018-02-11,0,1392,今週のガキ使は『いきなり！ステーキ食べ尽くして１０万円！』メンバーが都内人気チェーン店をはしごして、指定された店舗数分を食べきることができるかというチャレンジ企画。今回は手頃な値段で美味しいステーキが楽しめる店として現在人気沸騰中の「いきなり！ステーキ」でチャレンジ！店では２００グラムを５人で分けて完食して店舗を巡っていく。続々と出てくるヘビーなステーキにおっさんメンバー達の胃袋は耐えられるのか？,いきなり!ステーキ食べて10万円! 山手線周辺37店舗 完全制覇〜!! (前編),"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180218_1393_0,gakinotsukai,Gaki no Tsukai,2018-02-18,0,1393,今週のガキ使は『いきなりステーキ食べ尽くして１０万円！完結編』メンバーが都内人気チェーン店をはしごして、２００ｇずつ指定された３７店舗分を食べきることができるかというチャレンジ企画。序盤から順調に余裕の表情で肉を食らっていたメンバー。先週７店舗を制覇し今週も肉を食べ続ける！カギとなるのは食べるステーキを決めるくじ引きと付け合わせのチョイス！賞金か自腹か、果たしてメンバーの運命は？ステーキロケ完結！,いきなり!ステーキ食べて10万円! 山手線周辺37店舗 完全制覇〜!! (後編),"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180225_1394_0,gakinotsukai,Gaki no Tsukai,2018-02-25,0,1394,今週のガキの使いは「芸能界完全引退？さよなら月亭方正！」今年で５０歳！２回目の放送から「ガキの使い」に参加してきた月亭方正がまさかの芸能界完全引退を発表！？果たして彼に引退を決意させた理由は何なのか…さらにこれまでの月亭方正名場面も大公開！あのライバルとの因縁の対決や才能あふれる音楽プロデュースなど方正が残した偉大な軌跡は見応え十分！そして、番組の最後には誰も予想できなかった衝撃の展開が待っていた,芸能界 完全引退 さようなら 月亭方正,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180304_1395_0,gakinotsukai,Gaki no Tsukai,2018-03-04,0,1395,今週のガキの使いは『世界のテーブルゲームを遊び尽くせ！』世界各国に実際にあるテーブルゲームがスタジオに大集合！見たこともないゲームの数々に戸惑うメンバー一同。トークしながらこっそり上がるカードゲームやトイレの水がかかるゲーム、あだ名を付けて記憶するゲームなど、不思議な世界感や奥の深さに徐々に引き込まれる。負けて悔しがり出し抜いて、はしゃいでおっさんの宴は大盛り上がり！果たしてゲームに勝つのは誰だ？,世界のテーブルゲームを遊びつくせ〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180311_1396_0,gakinotsukai,Gaki no Tsukai,2018-03-11,0,1396,今週のガキの使いは『サイレント図書館！』カードを引いてドクロが出たら、その人に罰ゲームを執行！図書館が舞台のため、罰ゲームを受けた人も声をあげてはいけない！今回はゲストに袴田吉彦を迎えてシリーズ最大数のお仕置きを執行！“あれが強烈にデコにヒット”“恐怖の◯◯引っ張り！？”“思わず涙目でえづく激マズな◯◯”などなど、絶対に受けたくないお仕置きのオンパレード！こらえきれない笑いが図書館に響き渡る！！,サイレント図書館 ゲスト：袴田吉彦（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180318_1397_0,gakinotsukai,Gaki no Tsukai,2018-03-18,0,1397,今週のガキの使いは『サイレント図書館完結編！』カードを引いてドクロが出たら、その人に罰ゲームを執行！図書館が舞台のため、罰を受けた人も声をあげてはいけない！ゲストに袴田吉彦を迎えここまで史上最大のきつさにメンバーもグッタリ。今回はさらに“激むせ◯◯”“超サイエンスな爆弾”“まさかの５個同時◯◯”などどうしても声を出してしまうバツが目白押し！最後は○○がエンドレス状態であの人がとんでもない事態に！？,サイレント図書館 ゲスト：袴田吉彦（後編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180325_SP_0,gakinotsukai,Gaki no Tsukai,2018-03-25,0,SP,今週のガキの使いは「カットするには惜しすぎる！大喜利合戦未公開ＳＰ」実はもう一戦あった大荒れヘッドホン伝言ゲーム。ジミーがあのいじりにマジギレ！＆ジローラモの謎伝言で会場大爆笑！そしてもう１つ行われていたちょっとセクシーなゲーム！？女子メンバーが目隠し状態で相手チームに紛れた自分のチームメイトを触って当てるのだが、ソフトタッチで男子メンバーが全員悶絶！？まだまだ終わらない爆笑大喜利をお楽しみ下さい！,ガキの使い特別版!大喜利大合戦スペシャル!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20180325_SP_0,gakinotsukai,Gaki no Tsukai,2018-03-25,0,SP,８年ぶりに名物企画・大喜利大合戦が復活！通常の大喜利とは異なり２チームに分かれオリジナルゲームで対決しひたすらおもしろいことをやり続けるガキ使人気企画。久々に復活した今夜はレギュラーメンバーに加え宮迫＆蛍原、フジモン＆原西、ガンバレルーヤよしこ＆バービー、ジローラモ＆ジミー大西が参戦！期待度大のこの精鋭達がヘッドホン伝言ゲーム、シャンシャン大はしゃぎ、顔面テープバレー、ビリビリ大縄で大盛り上がり！,ガキの使い特別版!大喜利大合戦スペシャル!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
